Title,Location,Company,Salary,Sponsored,Description
Web Designer & Developer,"Surat, Gujarat",Olivia Graphics,"₹15,000 - ₹20,000 a month",Organic,"***Urgent Hiring***
Job Title – Web Developers
Experience – 1 - 2 Years
Job Type - Full Time
Location – Surat, Gujarat
Salary – Best in the Industry + based on candidates experience
Key Responsibilities:
Writing efficient code
Knowledge of HTML5, CSS, JavaScript, NodeJs, PHP(Laravel), WordPress.
Familiarity with at least one of the following programming languages: C, C++, or Python.
Working closely with web designers and programmers to produce the website
Translation of UI/UX wireframes to visual elements
Constant communication with other colleagues in the business to develop and deploy their content
ensuring there is a clear establishment of what can be created within what timeframe
Researching different software programs, maintaining software documentation
Implementing contingency plans in case the website goes down
Maintaining and expanding/enhancing the website once built
Managing a team might also be part of the job role
Maintaining and expanding/enhancing the website once built
Contract length: 12 months
Job Types: Full-time, Contract
Salary: ₹15,000.00 - ₹20,000.00 per month
Supplemental Pay:
Overtime pay
Yearly bonus
Experience:
Web Design and Developerment: 1 year (Required)
Work Remotely:
Yes"
UI/UX Design & Developer,"Ahmedabad, Gujarat",Thedezine,"₹13,044 - ₹25,000 a month",Organic,"Sound knowledge in responsive web development and frameworks such as bootstrap
Excellent knowledge in HTML, CSS, SASS, LESS etc.
Good Knowledge in design tools such as Photoshop, Illustrator, XD etc
Knowledge in jQuery
Experience in using media queries
Effective time management and coordination skills
Excellent programming skills
Strong analytical skills and problem-solving aptitude
Experience in developing animated user interfaces
Good understanding of SEO principles
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Job Type: Full-time
Salary: ₹13,044.00 - ₹25,000.00 per month
Supplemental Pay:
Yearly bonus
Experience:
total work: 1 year (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
Temporarily due to COVID-19"
Web Developer,Gujarat,Logistic Infotech,0,Organic,"Sound knowledge in responsive web development and frameworks such as bootstrap
Excellent knowledge in HTML, CSS, SASS, LESS etc.
Good Knowledge in design tools such as Photoshop, Illustrator, XD etc
Knowledge in jQuery
Experience in using media queries
Effective time management and coordination skills
Excellent programming skills
Strong analytical skills and problem-solving aptitude
Experience in developing animated user interfaces
Good understanding of SEO principles
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Job Type: Full-time
Salary: ₹13,044.00 - ₹25,000.00 per month
Supplemental Pay:
Yearly bonus
Experience:
total work: 1 year (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
Temporarily due to COVID-19"
FRESHERS – Front End Developer / Web Designers,"Ahmedabad, Gujarat",DIT India,0,Organic,"Sound knowledge in responsive web development and frameworks such as bootstrap
Excellent knowledge in HTML, CSS, SASS, LESS etc.
Good Knowledge in design tools such as Photoshop, Illustrator, XD etc
Knowledge in jQuery
Experience in using media queries
Effective time management and coordination skills
Excellent programming skills
Strong analytical skills and problem-solving aptitude
Experience in developing animated user interfaces
Good understanding of SEO principles
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Job Type: Full-time
Salary: ₹13,044.00 - ₹25,000.00 per month
Supplemental Pay:
Yearly bonus
Experience:
total work: 1 year (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
Temporarily due to COVID-19"
UI/UX Developer,"Pune, Maharashtra",Aaitcs Private Limited,"₹4,00,000 - ₹7,00,000 a year",Organic,"Skill: HTML5, CSS3, Bootstrap4 Angular
Job Responsibilities: UI/UX Developer
1. Create visually appealing websites that feature user-friendly design and clear navigation.
2. Helps with maintenance and additions to the website.
3. Conceptualize original ideas that bring simplicity and user friendliness to complex design roadblocks.
4. Create website layout/user interface as appropriately required.
5. Create and Integrate complex working hierarchical structures.
6. Gather and refine specifications and requirements based on technical needs.
7. Create and maintain design documentation.
8. Design webpage layout and create back up files.
9. Collaborate with clients to define and implement innovative solutions for the product direction, visuals, and experience.
10. Execute all visual design stages from concept to final hand-off.
11. Create wireframes, storyboards, user flows, process flows and site maps, to effectively communicate interaction and design ideas.
12. Create low-fidelity wireframes and quickly iterate based on feedback and synthesize multiple points of feedback into a thoughtful solution and response.
13. Present and defend designs and key milestone deliverables to peers and executive level stakeholders.
14. Conduct user research, evaluate user feedback and execute on good user experience.
15. Establish and promote design guidelines, best practices, procedures, and standards.
Job Description:
1) Very strong knowledge in HTML, XHTML, CSS3, JavaScript, jQuery, and Bootstrap. Demonstrable UIUX design skills Knowledge in Photoshop.
2) Knowledge of Web 2.0 design standards.
3) Experience in creating wire framing, storyboards, user flows & process flows.
4) Ability to successfully lead projects Up to date with the latest UIUX trends, techniques, and technologies.
5) Strong portfolio (please include a link or examples in job application).
6) Experience in responsive web designing and rich internet applications.
7) Experience in developing interactive web applications.
8) Excellent visual design skills with sensitivity to user - system interaction.
9) Ability to think critically, solve problems creatively and effectively.
Role Software Developer
Industry Type IT-Software, Software Services
Functional Area IT Software - Application Programming, Maintenance
Employment Type Full Time, Permanent
Role Category Programming & Design
Notice Period- Immediate/ 15 days/ 30 days
Call me : 8821835041
Job Type: Full-time
Salary: ₹400,000.00 - ₹700,000.00 per year
Schedule:
Monday to Friday
Supplemental Pay:
Commission pay
Overtime pay
Performance bonus
Quarterly bonus
Yearly bonus
Experience:
Programming / HTML: 2 years (Preferred)
javascript: 2 years (Preferred)
UI/UX: 2 years (Preferred)
AngularJS: 2 years (Preferred)
Education:
Bachelor's (Preferred)"
UI Developer-Javascript/Jquery_2 years Exp_Immediate Joining...,"Gurgaon, Haryana",Global ITCombine,0,Organic,"Skill: HTML5, CSS3, Bootstrap4 Angular
Job Responsibilities: UI/UX Developer
1. Create visually appealing websites that feature user-friendly design and clear navigation.
2. Helps with maintenance and additions to the website.
3. Conceptualize original ideas that bring simplicity and user friendliness to complex design roadblocks.
4. Create website layout/user interface as appropriately required.
5. Create and Integrate complex working hierarchical structures.
6. Gather and refine specifications and requirements based on technical needs.
7. Create and maintain design documentation.
8. Design webpage layout and create back up files.
9. Collaborate with clients to define and implement innovative solutions for the product direction, visuals, and experience.
10. Execute all visual design stages from concept to final hand-off.
11. Create wireframes, storyboards, user flows, process flows and site maps, to effectively communicate interaction and design ideas.
12. Create low-fidelity wireframes and quickly iterate based on feedback and synthesize multiple points of feedback into a thoughtful solution and response.
13. Present and defend designs and key milestone deliverables to peers and executive level stakeholders.
14. Conduct user research, evaluate user feedback and execute on good user experience.
15. Establish and promote design guidelines, best practices, procedures, and standards.
Job Description:
1) Very strong knowledge in HTML, XHTML, CSS3, JavaScript, jQuery, and Bootstrap. Demonstrable UIUX design skills Knowledge in Photoshop.
2) Knowledge of Web 2.0 design standards.
3) Experience in creating wire framing, storyboards, user flows & process flows.
4) Ability to successfully lead projects Up to date with the latest UIUX trends, techniques, and technologies.
5) Strong portfolio (please include a link or examples in job application).
6) Experience in responsive web designing and rich internet applications.
7) Experience in developing interactive web applications.
8) Excellent visual design skills with sensitivity to user - system interaction.
9) Ability to think critically, solve problems creatively and effectively.
Role Software Developer
Industry Type IT-Software, Software Services
Functional Area IT Software - Application Programming, Maintenance
Employment Type Full Time, Permanent
Role Category Programming & Design
Notice Period- Immediate/ 15 days/ 30 days
Call me : 8821835041
Job Type: Full-time
Salary: ₹400,000.00 - ₹700,000.00 per year
Schedule:
Monday to Friday
Supplemental Pay:
Commission pay
Overtime pay
Performance bonus
Quarterly bonus
Yearly bonus
Experience:
Programming / HTML: 2 years (Preferred)
javascript: 2 years (Preferred)
UI/UX: 2 years (Preferred)
AngularJS: 2 years (Preferred)
Education:
Bachelor's (Preferred)"
Front End Developer,"Gurgaon, Haryana",Medhansh Business Services Pvt. Ltd.,"₹6,00,000 - ₹12,00,000 a year",Organic,"**Front End Developer Requirements: **
Degree in Computer Science or related field.
Understanding of key design principles.
Excellent knowledge in React.Js
Proficiency with HTML, CSS, JavaScript and jQuery.
Understanding of server-side CSS.
Experience with graphic design applications such as Adobe Illustrator.
Experience with responsive and adaptive design.
Understanding of SEO principles.
Good problem-solving skills.
Excellent verbal communication skills.
Good interpersonal skills.
**Front End Developer Responsibilities: **
Determining the structure and design of web pages.
Ensuring user experience determines design choices.
Developing features to enhance the user experience.
Striking a balance between functional and aesthetic design.
Ensuring web design is optimized for smartphones.
Building reusable code for future use.
Optimizing web pages for maximum speed and scalability.
Utilizing a variety of markup languages to write web pages.
Maintaining brand consistency throughout the design.
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,200,000.00 per year
Schedule:
Day shift
Work Remotely:
Temporarily due to COVID-19"
Front End Developer,"Ahmedabad, Gujarat",CodeEpsilon,0,Organic,"**Front End Developer Requirements: **
Degree in Computer Science or related field.
Understanding of key design principles.
Excellent knowledge in React.Js
Proficiency with HTML, CSS, JavaScript and jQuery.
Understanding of server-side CSS.
Experience with graphic design applications such as Adobe Illustrator.
Experience with responsive and adaptive design.
Understanding of SEO principles.
Good problem-solving skills.
Excellent verbal communication skills.
Good interpersonal skills.
**Front End Developer Responsibilities: **
Determining the structure and design of web pages.
Ensuring user experience determines design choices.
Developing features to enhance the user experience.
Striking a balance between functional and aesthetic design.
Ensuring web design is optimized for smartphones.
Building reusable code for future use.
Optimizing web pages for maximum speed and scalability.
Utilizing a variety of markup languages to write web pages.
Maintaining brand consistency throughout the design.
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,200,000.00 per year
Schedule:
Day shift
Work Remotely:
Temporarily due to COVID-19"
Web Designer / UI Developer,"Chennai, Tamil Nadu",INDLEADS CARES,"₹15,000 a month",Organic,"Web Designer / UI Developer
Job description
Responsibilities
Creative knowledge in Designing
Should be young self-motivated with prior experience in Web Design
Must be an excellent and creative team-player with strong time-management
Contribute to different projects, either independently or with your team
Good communication and must be a disciplined person
To share information, ideas, and best practice with other team members
Requirements
Design and Developing Mobile Websites.
Creative web design analysis of new web site features
Use proper coding standards deliver bug-free codes
RoleWeb Designer
Industry TypeIT-Software, Software Services
Functional AreaDesign, Creative, User Experience
Employment TypeFull Time, Permanent
Role CategoryCreative
Job Type: Full-time
Salary: From ₹15,000.00 per month
Schedule:
Morning shift
Supplemental Pay:
Commission pay
Joining bonus
Overtime pay
Performance bonus
Quarterly bonus
Shift allowance
Yearly bonus
Experience:
5: 1 year (Preferred)
Licence:
Magneto (Preferred)"
Web Developer,"Ahmedabad, Gujarat",Kretoss Technology,"₹10,322 - ₹40,575 a month",Organic,"Hello Greetings,
We're Web and mobile app development company, we're looking experienced web developer who's such good experience in Web development. please don't apply fresher. If you have good experience in web development most welcome. We believe in quality of development and output.
Skill : - PHP , (If you know laravel + wordpress would be good)
Exp : - Minimum 1 year
Thanks : )
Contract length: 12 months
Job Type: Contract
Salary: ₹10,322.00 - ₹40,575.00 per month
Experience:
php: 1 year (Preferred)
total work: 1 year (Preferred)
laravel: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
CSS (Required)
PHP (Required)
HTML (Required)
Work Remotely:
Temporarily due to COVID-19"
Front End Developer,"Pune, Maharashtra",GenX Technologies,"₹2,40,000 - ₹4,80,000 a year",Organic,"Job Description
We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.
Responsibilities
Develop new user-facing features
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed and scalability
Assure that all user input is validated before submitting to back-end
Collaborate with other team members and stakeholders
Skills And Qualifications
Proficient understanding of web markup, including HTML5, CSS3
Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS
Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery
Note: Every front-end developer is expected to have proficient knowledge of JavaScript, while most front-end developers should know jQuery.
Good understanding of HTML, CSS, Javascript and React
Good understanding of asynchronous request handling, partial page updates, and AJAX
Basic knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image. Familiarity with tools such as Figma or Photoshop is a plus.
Note: A UI/UX designer is expected to deliver finished resources for the developer to incorporate into the app. However, quite often a front-end a web developer needs to make some small adjustments.
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Proficient understanding of code versioning tools, such as Git
Good understanding of SEO principles and ensuring that the application will adhere to them.
Expected Start Date: 1/11/2020
Job Type: Full-time
Salary: ₹240,000.00 - ₹480,000.00 per year
Experience:
javascript: 1 year (Required)"
Designer: UX Design,"Bengaluru, Karnataka",IBM,0,Organic,"Job Description
We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.
Responsibilities
Develop new user-facing features
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed and scalability
Assure that all user input is validated before submitting to back-end
Collaborate with other team members and stakeholders
Skills And Qualifications
Proficient understanding of web markup, including HTML5, CSS3
Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS
Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery
Note: Every front-end developer is expected to have proficient knowledge of JavaScript, while most front-end developers should know jQuery.
Good understanding of HTML, CSS, Javascript and React
Good understanding of asynchronous request handling, partial page updates, and AJAX
Basic knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image. Familiarity with tools such as Figma or Photoshop is a plus.
Note: A UI/UX designer is expected to deliver finished resources for the developer to incorporate into the app. However, quite often a front-end a web developer needs to make some small adjustments.
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Proficient understanding of code versioning tools, such as Git
Good understanding of SEO principles and ensuring that the application will adhere to them.
Expected Start Date: 1/11/2020
Job Type: Full-time
Salary: ₹240,000.00 - ₹480,000.00 per year
Experience:
javascript: 1 year (Required)"
Web Designer,"Ahmedabad, Gujarat",Nirvanza Infotech,"₹5,000 - ₹10,000 a month",Organic,"We are looking for an outstanding web developers to be responsible for the coding, innovative design and layout for our website. Web developers responsibilities include building our website from concept all the way to completion from the bottom up, fashioning everything from the home page to site layout and functions.
Responsibilities:
Write well designed, testable, efficient code by using best software Development practices.
Create website layout/ user interface by using standard HTML/ CSS practices.
Integrate data from various back end services and databases.
Gather and refine specifications and requirements based on technical needs.
Create and maintain software documentation.
Be responsible for maintaining, expanding and scaling our website.
Stay plugged into emerging technologies/ industry trends and apply them into operations and activities.
Cooperate with senior project manager to match visual design intent.
Job Type: Full-time
Salary: ₹5,000.00 - ₹10,000.00 per month
Experience:
Wordpress: 1 year (Preferred)
web designing: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
Photoshop 7 (Preferred)
HTML (Preferred)
Responsive Web Design (Preferred)
Benefits:
Paid leaves / Leave encashment
Work Remotely:
No"
UI / UX Developer,"Ahmedabad, Gujarat",Mol-tech Solutions - Web Development company - Guj...,0,Organic,"We are looking for an outstanding web developers to be responsible for the coding, innovative design and layout for our website. Web developers responsibilities include building our website from concept all the way to completion from the bottom up, fashioning everything from the home page to site layout and functions.
Responsibilities:
Write well designed, testable, efficient code by using best software Development practices.
Create website layout/ user interface by using standard HTML/ CSS practices.
Integrate data from various back end services and databases.
Gather and refine specifications and requirements based on technical needs.
Create and maintain software documentation.
Be responsible for maintaining, expanding and scaling our website.
Stay plugged into emerging technologies/ industry trends and apply them into operations and activities.
Cooperate with senior project manager to match visual design intent.
Job Type: Full-time
Salary: ₹5,000.00 - ₹10,000.00 per month
Experience:
Wordpress: 1 year (Preferred)
web designing: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
Photoshop 7 (Preferred)
HTML (Preferred)
Responsive Web Design (Preferred)
Benefits:
Paid leaves / Leave encashment
Work Remotely:
No"
JavaScript Developer,"Ahmedabad, Gujarat",Lucent Innovation,0,Organic,"We are looking for an outstanding web developers to be responsible for the coding, innovative design and layout for our website. Web developers responsibilities include building our website from concept all the way to completion from the bottom up, fashioning everything from the home page to site layout and functions.
Responsibilities:
Write well designed, testable, efficient code by using best software Development practices.
Create website layout/ user interface by using standard HTML/ CSS practices.
Integrate data from various back end services and databases.
Gather and refine specifications and requirements based on technical needs.
Create and maintain software documentation.
Be responsible for maintaining, expanding and scaling our website.
Stay plugged into emerging technologies/ industry trends and apply them into operations and activities.
Cooperate with senior project manager to match visual design intent.
Job Type: Full-time
Salary: ₹5,000.00 - ₹10,000.00 per month
Experience:
Wordpress: 1 year (Preferred)
web designing: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
Photoshop 7 (Preferred)
HTML (Preferred)
Responsive Web Design (Preferred)
Benefits:
Paid leaves / Leave encashment
Work Remotely:
No"
JavaScript Developer,"Ahmedabad, Gujarat",Lucent Innovation,0,Organic,None
Web Designer & Developer,"Chennai, Tamil Nadu",RankRaze,"₹2,40,000 - ₹3,00,000 a year",Organic,"Job Summary
Looking for a lead Web designer and developer who has experience in E-Commerce and App Development.
Proficiency with HTML,CSS, Java Scripts, PHP, Bootstrap,
Expert Knowledge in WordPress and its functionalities.
Knowledge of content marketing a plus.
Advanced Photoshop will be an added advantage.
Responsible for all the activities pertaining to websites.
In depth knowledge of current web-design trends and techniques.
A flexible attitude with proven experience of work.
To be Highly creative and possess designing skills.
To Design effective & easy to access Web sites.
Should analyse competitor's website, target audience and client requirement before start designing.
Job Type: Full-time
Salary: ₹240,000.00 - ₹300,000.00 per year
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Experience:
work: 1 year (Required)
Education:
Bachelor's (Required)
Industry:
Media & Communications
Work Remotely:
No"
Frontend Developer/Web Designer,"Ahmedabad, Gujarat",Giriraj Digital,0,Organic,"Job Summary
Looking for a lead Web designer and developer who has experience in E-Commerce and App Development.
Proficiency with HTML,CSS, Java Scripts, PHP, Bootstrap,
Expert Knowledge in WordPress and its functionalities.
Knowledge of content marketing a plus.
Advanced Photoshop will be an added advantage.
Responsible for all the activities pertaining to websites.
In depth knowledge of current web-design trends and techniques.
A flexible attitude with proven experience of work.
To be Highly creative and possess designing skills.
To Design effective & easy to access Web sites.
Should analyse competitor's website, target audience and client requirement before start designing.
Job Type: Full-time
Salary: ₹240,000.00 - ₹300,000.00 per year
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Experience:
work: 1 year (Required)
Education:
Bachelor's (Required)
Industry:
Media & Communications
Work Remotely:
No"
UX Designer,"Ahmedabad, Gujarat",Elinsys,0,Organic,"Job Summary
Looking for a lead Web designer and developer who has experience in E-Commerce and App Development.
Proficiency with HTML,CSS, Java Scripts, PHP, Bootstrap,
Expert Knowledge in WordPress and its functionalities.
Knowledge of content marketing a plus.
Advanced Photoshop will be an added advantage.
Responsible for all the activities pertaining to websites.
In depth knowledge of current web-design trends and techniques.
A flexible attitude with proven experience of work.
To be Highly creative and possess designing skills.
To Design effective & easy to access Web sites.
Should analyse competitor's website, target audience and client requirement before start designing.
Job Type: Full-time
Salary: ₹240,000.00 - ₹300,000.00 per year
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Experience:
work: 1 year (Required)
Education:
Bachelor's (Required)
Industry:
Media & Communications
Work Remotely:
No"
UI/UX Design & Developer,"Ahmedabad, Gujarat",Thedezine,"₹13,044 - ₹25,000 a month",Organic,"Sound knowledge in responsive web development and frameworks such as bootstrap
Excellent knowledge in HTML, CSS, SASS, LESS etc.
Good Knowledge in design tools such as Photoshop, Illustrator, XD etc
Knowledge in jQuery
Experience in using media queries
Effective time management and coordination skills
Excellent programming skills
Strong analytical skills and problem-solving aptitude
Experience in developing animated user interfaces
Good understanding of SEO principles
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Job Type: Full-time
Salary: ₹13,044.00 - ₹25,000.00 per month
Supplemental Pay:
Yearly bonus
Experience:
total work: 1 year (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
Temporarily due to COVID-19"
Front End Developer,"Ahmedabad, Gujarat",CodeEpsilon,0,Organic,"Sound knowledge in responsive web development and frameworks such as bootstrap
Excellent knowledge in HTML, CSS, SASS, LESS etc.
Good Knowledge in design tools such as Photoshop, Illustrator, XD etc
Knowledge in jQuery
Experience in using media queries
Effective time management and coordination skills
Excellent programming skills
Strong analytical skills and problem-solving aptitude
Experience in developing animated user interfaces
Good understanding of SEO principles
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Job Type: Full-time
Salary: ₹13,044.00 - ₹25,000.00 per month
Supplemental Pay:
Yearly bonus
Experience:
total work: 1 year (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
Temporarily due to COVID-19"
Web Developer/Designer,"Coimbatore, Tamil Nadu",Valar Clothing,"₹5,000 - ₹10,000 a month",Organic,"Company description
We are looking good web developer and designer. Should known server knowledge to maintain and hosting issues.
Job description
We are looking 2 to 3 years experienced web developer. 1 year experienced developers also apply for this job. should known web server issues and hosting issues. Should known mobile friendly and user friendly. how to optimize it.
Part-time hours: 25 per week
Job Type: Part-time
Salary: ₹5,000.00 - ₹10,000.00 per month
Experience:
Wordpress: 3 years (Preferred)
web designing: 3 years (Preferred)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
HTML (Preferred)
DHTML (Preferred)
Javascript (Preferred)
Photoshop 7 (Preferred)
Corel Draw (Preferred)
Adobe Illustrator (Preferred)
CSS (Preferred)
Responsive Web Design (Preferred)
Bootstrap (Preferred)
Java Script (Preferred)
Work Remotely:
Yes"
Web Designer,"Ahmedabad, Gujarat",LITMUS BRANDING,0,Organic,"Company description
We are looking good web developer and designer. Should known server knowledge to maintain and hosting issues.
Job description
We are looking 2 to 3 years experienced web developer. 1 year experienced developers also apply for this job. should known web server issues and hosting issues. Should known mobile friendly and user friendly. how to optimize it.
Part-time hours: 25 per week
Job Type: Part-time
Salary: ₹5,000.00 - ₹10,000.00 per month
Experience:
Wordpress: 3 years (Preferred)
web designing: 3 years (Preferred)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
HTML (Preferred)
DHTML (Preferred)
Javascript (Preferred)
Photoshop 7 (Preferred)
Corel Draw (Preferred)
Adobe Illustrator (Preferred)
CSS (Preferred)
Responsive Web Design (Preferred)
Bootstrap (Preferred)
Java Script (Preferred)
Work Remotely:
Yes"
Front End (HTML/CSS) Developers,"Ahmedabad, Gujarat",Ommune IT Solutions,0,Organic,"Company description
We are looking good web developer and designer. Should known server knowledge to maintain and hosting issues.
Job description
We are looking 2 to 3 years experienced web developer. 1 year experienced developers also apply for this job. should known web server issues and hosting issues. Should known mobile friendly and user friendly. how to optimize it.
Part-time hours: 25 per week
Job Type: Part-time
Salary: ₹5,000.00 - ₹10,000.00 per month
Experience:
Wordpress: 3 years (Preferred)
web designing: 3 years (Preferred)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
HTML (Preferred)
DHTML (Preferred)
Javascript (Preferred)
Photoshop 7 (Preferred)
Corel Draw (Preferred)
Adobe Illustrator (Preferred)
CSS (Preferred)
Responsive Web Design (Preferred)
Bootstrap (Preferred)
Java Script (Preferred)
Work Remotely:
Yes"
Front End Developer,"Gurgaon, Haryana",Medhansh Business Services Pvt. Ltd.,"₹6,00,000 - ₹12,00,000 a year",Organic,"**Front End Developer Requirements: **
Degree in Computer Science or related field.
Understanding of key design principles.
Excellent knowledge in React.Js
Proficiency with HTML, CSS, JavaScript and jQuery.
Understanding of server-side CSS.
Experience with graphic design applications such as Adobe Illustrator.
Experience with responsive and adaptive design.
Understanding of SEO principles.
Good problem-solving skills.
Excellent verbal communication skills.
Good interpersonal skills.
**Front End Developer Responsibilities: **
Determining the structure and design of web pages.
Ensuring user experience determines design choices.
Developing features to enhance the user experience.
Striking a balance between functional and aesthetic design.
Ensuring web design is optimized for smartphones.
Building reusable code for future use.
Optimizing web pages for maximum speed and scalability.
Utilizing a variety of markup languages to write web pages.
Maintaining brand consistency throughout the design.
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,200,000.00 per year
Schedule:
Day shift
Work Remotely:
Temporarily due to COVID-19"
Web Designer and Web Developer,"Guwahati, Assam",TECHSPIDR CREATIONS,0,Organic,"**Front End Developer Requirements: **
Degree in Computer Science or related field.
Understanding of key design principles.
Excellent knowledge in React.Js
Proficiency with HTML, CSS, JavaScript and jQuery.
Understanding of server-side CSS.
Experience with graphic design applications such as Adobe Illustrator.
Experience with responsive and adaptive design.
Understanding of SEO principles.
Good problem-solving skills.
Excellent verbal communication skills.
Good interpersonal skills.
**Front End Developer Responsibilities: **
Determining the structure and design of web pages.
Ensuring user experience determines design choices.
Developing features to enhance the user experience.
Striking a balance between functional and aesthetic design.
Ensuring web design is optimized for smartphones.
Building reusable code for future use.
Optimizing web pages for maximum speed and scalability.
Utilizing a variety of markup languages to write web pages.
Maintaining brand consistency throughout the design.
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,200,000.00 per year
Schedule:
Day shift
Work Remotely:
Temporarily due to COVID-19"
Web Designer & Developer,"Bengaluru, Karnataka",WinVisa Associates Private Limited,"₹30,000 - ₹50,000 a month",Organic,"Job description
Position: Web Designer & Developer
Vacancies: 20
Salary: 2 - 5 Lakh per annum
Eligibility:
Qualification - BE/B.SC/ B. Tech/BCA/ M. Tech/ MCA
At least 2 4 years of professional experience
Ready to join immediately or less than 30 days
Responsibilities: -
Design, create and maintain web content to meet client expectations.
Design page layouts and templates
Conceptualize original website design ideas that bring simplicity and user friendliness to complex roadblocks.
Conceptualizing creative ideas with clients.
Preparing Design Plans and presenting the website structure.
Designing visual imagery for websites and ensuring that they are in line with branding for client.
Work with various aspects of website creation, from the coding element to ensuring a site is responsive and optimized for search engines.
Desired Candidate Profile: -
1-3 years of relevant work experience in web designing.
Strong coding skills and experience (HTML5/CSS3/JavaScript, JQUERY, JavaScript, illustrator Photoshop,)
In-depth knowledge of web designing.
Exposure to Javascript MVC frameworks like Angular and React.
Proficiency in Photoshop, Illustrator or other visual design and wire-framing tools.
Experience with web page versioning/source control and of Content Management Systems.
Strong typography, layout and visual design skills .
Must be a quick learner, hardworking, and self-driven .
Use proper coding standards deliver bug-free codes
Ability to work individually and meet deadlines is a must.
Artistic eye for design, user interaction, functionality, and readability
Multi-tasking and working in a fast-moving environment.
Perks and Benefits
Timing 10:00am to 6:30pm
6 days working
Expected Start Date: 2/11/2020
Job Type: Full-time
Salary: ₹30,000.00 - ₹50,000.00 per month
Schedule:
Monday to Friday
Experience:
Wordpress: 1 year (Preferred)
web designing: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
Photoshop 7 (Preferred)"
